ExternalId__c,Active__c,Invoice__r.ExternalId__c,Line_Amount__c,Line_Description__c
2154,FALSE,600,2354.2,LX
2155,FALSE,143,1754.67,Firebird
2156,FALSE,860,1377.33,Range Rover
2157,TRUE,577,,
2158,TRUE,901,1711.46,Achieva
2159,TRUE,189,2795.59,Eclipse
2160,FALSE,395,1877.52,R-Class
2161,FALSE,710,1256.59,Econoline E350
2162,TRUE,593,833,Azure T
2163,FALSE,528,1009.09,Yukon
2164,TRUE,137,2566.93,2e
2165,FALSE,518,3162.41,Crown Victoria
2166,TRUE,199,1447.76,M-Class
2167,TRUE,666,1473.36,Firebird
2168,TRUE,239,2478.75,Continental
2169,FALSE,794,2846.85,Sonoma
2170,TRUE,112,2026.73,Prius v
2171,FALSE,847,2063.76,Skylark
2172,TRUE,688,1601.32,California
2173,FALSE,554,2235.24,Wrangler
2174,FALSE,81,1790.83,Ranger
2175,FALSE,985,2699,Continental
2176,TRUE,597,,
2177,TRUE,613,1848.68,Safari
2178,TRUE,12,,
2179,FALSE,48,1279.88,E-Class
2180,TRUE,320,,
2181,TRUE,598,,
2182,TRUE,173,3062.62,Outlander
2183,FALSE,638,2208.53,XT
2184,TRUE,381,2444.67,Pathfinder
2185,TRUE,986,1134.79,Ram 1500
2186,FALSE,627,2415.32,Corolla
2187,FALSE,340,761.49,Crown Victoria
2188,TRUE,701,2818.71,Landaulet
2189,FALSE,606,,
2190,TRUE,383,1880.35,Grand Cherokee
2191,TRUE,887,1147.85,Camaro
2192,FALSE,817,2220.27,Aztek
2193,FALSE,241,1591.79,Sixty Special
2194,TRUE,188,1491.38,Truck
2195,TRUE,203,,
2196,FALSE,375,1233.2,SC
2197,TRUE,678,1670.97,Escalade EXT
2198,FALSE,519,2863.07,New Beetle
2199,TRUE,489,,
2200,TRUE,692,2441.81,Caprice Classic
2201,FALSE,625,2752.29,62
2202,FALSE,724,2507.16,Thunderbird
2203,TRUE,121,1282.72,i-370
2204,TRUE,866,2763.28,Continental Mark VII
2205,FALSE,190,,
2206,TRUE,653,1175.63,Cabriolet
2207,TRUE,275,1808.66,Corvette
2208,TRUE,607,1161.12,Rabbit
2209,TRUE,825,3450.72,LS
2210,TRUE,879,1430.58,Bravada
2211,FALSE,997,2630.44,Crown Victoria
2212,FALSE,328,2704,4000s
2213,TRUE,6,997.14,TSX
2214,TRUE,364,1554.9,ES
2215,FALSE,755,2020.3,Phantom
2216,FALSE,571,1926.74,Fifth Ave
2217,FALSE,47,1706.84,Thunderbird
2218,TRUE,256,2672.2,Camry
2219,FALSE,707,3297.74,Corvair
2220,TRUE,494,1992.54,Expedition
2221,FALSE,927,2085.81,I
2222,TRUE,267,765.33,F-350 Super Duty
2223,FALSE,763,2905.81,Torino
2224,TRUE,807,2305.33,Fusion
2225,FALSE,411,2088.01,300E
2226,FALSE,590,2052.75,Fusion
2227,FALSE,432,2635.75,Escort ZX2
2228,FALSE,14,1932.06,Miata MX-5
2229,FALSE,819,3217.64,Astro
2230,FALSE,418,2678.19,Swift
2231,TRUE,504,,
2232,FALSE,140,1378.13,SLR McLaren
2233,FALSE,538,2502.77,Suburban
2234,FALSE,841,1517.23,M6
2235,FALSE,996,2941.33,Highlander
2236,TRUE,764,2885.69,MX-5
2237,FALSE,670,2212.7,GL-Class
2238,TRUE,37,3052.77,M3
2239,FALSE,620,1766.56,New Yorker
2240,TRUE,246,1887.84,IS
2241,FALSE,123,2094.64,9000
2242,TRUE,79,1803.99,Rocky
2243,FALSE,269,1781.78,Accord
2244,FALSE,646,1899.22,Tahoe
2245,FALSE,289,,
2246,TRUE,316,2206.02,Astra
2247,FALSE,911,516.01,Type 2
2248,TRUE,295,1764.33,G-Class
2249,TRUE,111,1623.12,Crown Victoria
2250,TRUE,149,1102.28,Crossfire
2251,TRUE,177,2795.76,Sportage
2252,FALSE,946,1999.6,Civic
2253,FALSE,685,1625.1,Spider
2254,TRUE,919,2159.78,Diamante
2255,FALSE,836,,
2256,TRUE,922,1928.09,MR2
2257,FALSE,73,2430.38,626
2258,TRUE,751,1491.93,Edge
2259,FALSE,288,1356.88,Eclipse
2260,TRUE,569,1084.12,MX-5
2261,TRUE,151,,
2262,TRUE,639,2023.02,3500 Club Coupe
2263,TRUE,649,2306.83,CL-Class
2264,FALSE,217,2990.74,Impala
2265,TRUE,99,2104.32,Diablo
2266,FALSE,935,2471.79,Freelander
2267,TRUE,529,2315.91,Rodeo Sport
2268,TRUE,41,1790.43,F350
2269,TRUE,552,3069.21,S10
2270,FALSE,899,1146.18,F-Series Super Duty
2271,TRUE,493,673.78,SL-Class
2272,TRUE,912,3293.67,Integra
2273,FALSE,18,2553.46,Yukon XL 1500
2274,TRUE,766,2748.33,B-Series
2275,TRUE,479,1472.53,Skylark
2276,TRUE,17,2169.2,Silverado 3500
2277,FALSE,795,,
2278,TRUE,380,2072.42,TrailBlazer
2279,TRUE,317,1965.97,Impala
2280,FALSE,223,1935.1,2CV
2281,TRUE,833,2114,Genesis
2282,FALSE,337,1300.6,Cobalt
2283,FALSE,97,778.41,Ram
2284,TRUE,682,989.67,G8
2285,FALSE,556,,
2286,FALSE,797,934.48,Aveo
2287,TRUE,768,2851.18,Pajero
2288,FALSE,39,1829.8,Eldorado
2289,TRUE,530,1427.45,911
2290,FALSE,623,1483.12,A4
2291,FALSE,875,,
2292,FALSE,542,,
2293,TRUE,652,1542.69,Rodeo
2294,FALSE,262,3645.98,TL
2295,FALSE,727,2555.41,C-Class
2296,FALSE,85,882.3,T100
2297,TRUE,842,2963.8,Town Car
2298,FALSE,584,1769.1,Escort
2299,TRUE,406,2188.04,Swift
2300,TRUE,360,,
2301,TRUE,352,,
2302,FALSE,45,1769.6,Beretta
2303,FALSE,468,1275.12,S-Class
2304,TRUE,883,2740.62,LHS
2305,TRUE,118,2424.73,Fleetwood
2306,FALSE,130,2471.93,GTO
2307,TRUE,148,1420.47,Legacy
2308,TRUE,855,3575.98,Vantage
2309,TRUE,502,2537.54,LR3
2310,TRUE,792,1018.68,Tracer
2311,FALSE,9,2516.67,ES
2312,FALSE,369,2707.11,Town Car
2313,FALSE,743,2760.39,X5 M
2314,TRUE,264,1520.84,Maxima
2315,FALSE,745,2717.66,Kizashi
2316,FALSE,463,2543.8,Sentra
2317,FALSE,455,2344.5,F-Series
2318,TRUE,117,155.16,XC70
2319,TRUE,250,1990.19,M-Class
2320,FALSE,786,2153.01,M-Class
2321,TRUE,371,2279.55,Rendezvous
2322,FALSE,305,,
2323,FALSE,449,1178.22,Venture
2324,FALSE,312,1736.68,Discovery
2325,FALSE,299,2701.29,Neon
2326,TRUE,524,2441.76,Cobalt SS
2327,TRUE,982,2238.55,Express 2500
2328,FALSE,465,1241.81,E150
2329,TRUE,165,1966.53,Talon
2330,FALSE,194,2274.63,SSR
2331,TRUE,669,3241.29,NSX
2332,FALSE,259,2385.62,S60
2333,TRUE,698,2590.24,Express 2500
2334,TRUE,52,2356.68,B-Series Plus
2335,FALSE,225,965.63,Outlander
2336,FALSE,53,1150.81,Miata MX-5
2337,TRUE,657,1648.66,Forester
2338,TRUE,905,763.23,Chariot
2339,FALSE,937,3052.62,8 Series
2340,FALSE,877,3225.27,Land Cruiser
2341,FALSE,57,,
2342,TRUE,353,719.98,Expedition
2343,FALSE,274,2321.18,SJ 410
2344,TRUE,287,2073.68,100
2345,TRUE,853,1775,CX-7
2346,TRUE,75,1738.13,Aero 8
2347,TRUE,344,1683.46,Yukon XL 2500
2348,FALSE,684,1879.39,Cherokee
2349,TRUE,174,2016.96,Baja
2350,TRUE,511,2115.19,Impala
2351,FALSE,2,2218.79,Lancer
2352,TRUE,648,912,Rondo
2353,FALSE,480,2878.89,Suburban 1500
2354,TRUE,43,1526.43,Tiguan
2355,FALSE,527,2203.23,Taurus
2356,TRUE,64,2272.52,LS
2357,FALSE,236,1285.05,Century
2358,TRUE,109,2673.44,E-Series
2359,FALSE,102,1826.68,Vibe
2360,TRUE,272,2505.4,Fit
2361,FALSE,976,1611.55,F-Series
2362,FALSE,850,3418.32,EXP
2363,TRUE,605,891.44,4Runner
2364,FALSE,147,,
2365,FALSE,810,3060.23,H2
2366,FALSE,759,,
2367,FALSE,746,2954.62,Mazda6
2368,TRUE,58,1483.95,Sable
2369,TRUE,914,1768.67,SL-Class
2370,FALSE,207,2822.89,Econoline E250
2371,TRUE,587,,
2372,FALSE,202,872.8,Grand Caravan
2373,FALSE,690,,
2374,FALSE,624,2131.43,Festiva
2375,FALSE,602,2093.79,1500
2376,FALSE,510,,
2377,FALSE,87,2485.52,Fit
2378,TRUE,777,2530.77,Savana 1500
2379,FALSE,302,1366.76,Cayman
2380,FALSE,897,1114.52,M6
2381,TRUE,754,2027.34,H2
2382,FALSE,995,813.26,Continental
2383,FALSE,374,1864.18,Q
2384,FALSE,235,1993.41,Park Avenue
2385,FALSE,91,2242.96,Navigator L
2386,FALSE,993,2733.24,LeBaron
2387,TRUE,329,1041.69,Continental Mark VII
2388,FALSE,515,,
2389,TRUE,133,1628.22,CL-Class
2390,TRUE,656,925.2,Elantra
2391,TRUE,394,2534.03,Sonoma Club Coupe
2392,TRUE,662,2307.93,RL
2393,FALSE,497,2613.24,GS
2394,TRUE,413,622.7,QX56
2395,FALSE,577,1659.54,Celica
2396,TRUE,979,2586.87,458 Italia
2397,FALSE,730,1332.36,Trooper
2398,TRUE,329,956.91,Corvair 500
2399,TRUE,784,2374.46,STS-V
2400,TRUE,652,3591.44,Rendezvous
2401,TRUE,855,2416.36,Q
2402,FALSE,1000,,
2403,TRUE,35,2226.23,Accent
2404,TRUE,14,1554.77,Civic
2405,TRUE,350,3441.01,1000
2406,FALSE,617,1591.83,Grand Marquis
2407,TRUE,303,2299.12,Express 3500
2408,FALSE,529,1960.42,Millenia
2409,FALSE,94,1185.79,Insight
2410,TRUE,413,2436.6,Grand Voyager
2411,TRUE,821,1840.85,Monte Carlo
2412,FALSE,261,2383.71,Venture
2413,TRUE,475,2678.08,XLR
2414,FALSE,852,2082.64,QX
2415,TRUE,306,,
2416,FALSE,631,2611.69,S80
2417,TRUE,633,,
2418,FALSE,282,930.96,Yukon Denali
2419,FALSE,58,2793.84,i-280
2420,TRUE,516,1270.62,Focus
2421,FALSE,498,3097.81,Mustang
2422,FALSE,260,1882.54,Aurora
2423,FALSE,9,1826.36,Frontier
2424,FALSE,987,819.38,Caravan
2425,TRUE,621,3151.05,VUE
2426,FALSE,969,2028.55,Eclipse
2427,TRUE,961,2828.58,XK
2428,FALSE,514,1213.25,T100
2429,TRUE,679,,
2430,TRUE,83,1812.76,Sorento
2431,FALSE,827,2675.67,GTO
2432,FALSE,921,2389.39,Sonata
2433,TRUE,624,1632.73,XT
2434,TRUE,80,1759.69,98
2435,TRUE,870,1679.99,Eurovan
2436,TRUE,548,687.6,Viper
2437,FALSE,177,2027.53,Silhouette
2438,TRUE,594,1898.94,Avalanche
2439,TRUE,580,558.15,Tracker
2440,FALSE,38,1928.05,Uplander
2441,FALSE,806,1650.62,GTI
2442,FALSE,324,2153.66,QX
2443,TRUE,250,1812.05,Grand Am
2444,FALSE,299,1134.54,RX
2445,TRUE,206,2733.59,Tracker
2446,FALSE,722,2242.62,Silverado 2500
2447,TRUE,566,2135.45,Century
2448,FALSE,274,1765.51,B9 Tribeca
2449,TRUE,736,2011.55,Mazda3
2450,TRUE,358,3033.79,XT
2451,FALSE,230,797.34,S-Series
2452,TRUE,939,2933.64,Range Rover Classic
2453,FALSE,946,3266.12,Trooper
2454,FALSE,273,2111.27,626
2455,TRUE,789,694.4,MDX
2456,TRUE,732,3452.08,Swift
2457,TRUE,407,3204.64,Sundance
2458,TRUE,839,3527.17,Arnage
2459,FALSE,424,,
2460,FALSE,695,2484.33,GX
2461,TRUE,848,1709.28,Forte
2462,FALSE,285,2093.46,Econoline E150
2463,TRUE,872,2679.27,Pajero
2464,TRUE,338,954.98,Discovery Series II
2465,TRUE,349,2447.03,Explorer
2466,TRUE,522,1440.15,Protege
2467,TRUE,180,1482.24,A4
2468,FALSE,863,2773.8,Civic
2469,TRUE,453,2307.19,Pilot
2470,TRUE,797,1565.87,Sable
2471,TRUE,125,2240.6,Exige
2472,TRUE,589,1859.28,Venza
2473,FALSE,138,2299.12,Miata MX-5
2474,FALSE,286,2981.96,Camry Hybrid
2475,TRUE,111,2752.09,SL-Class
2476,TRUE,988,1568.99,S2000
2477,FALSE,555,3135.68,Xterra
2478,TRUE,955,1363.15,Bronco
2479,FALSE,954,1556.58,Monza
2480,TRUE,950,,
2481,FALSE,575,2115.8,Montero
2482,TRUE,757,1473,Scoupe
2483,FALSE,930,2145.39,CLK-Class
2484,FALSE,222,3162,LS
2485,TRUE,828,2891.24,PT Cruiser
2486,FALSE,733,1371.48,Wrangler
2487,FALSE,788,1785.43,Century
2488,FALSE,430,2064.14,Supra
2489,FALSE,888,1679.82,LeMans
2490,FALSE,231,2263.69,Ram 3500
2491,FALSE,16,2113.47,Ram 2500
2492,FALSE,502,2526.9,240SX
2493,TRUE,600,1891.64,xB
2494,FALSE,590,1087.04,Outback
2495,FALSE,444,1781.77,Mazda6
2496,FALSE,426,2675.67,MR2
2497,FALSE,681,2330.01,Phantom
2498,FALSE,703,1501.53,DBS
2499,TRUE,756,1799.65,J
2500,TRUE,684,-156.2,RX-8
2501,FALSE,904,2434.11,Fit
2502,TRUE,770,1589.04,Endeavor
2503,TRUE,325,,
2504,FALSE,840,2717.85,Hombre Space
2505,FALSE,685,2547.53,626
2506,TRUE,779,1997.1,RX-8
2507,FALSE,909,1517.71,M-Class
2508,FALSE,510,1374.05,Camaro
2509,TRUE,55,1779.47,Mountaineer
2510,FALSE,381,,
2511,FALSE,495,1609.49,Crossfire
2512,FALSE,867,2562.76,LS
2513,FALSE,866,2993.69,Z4
2514,TRUE,786,3337.45,V8 Vantage
2515,TRUE,5,2688.54,3500
2516,FALSE,69,1341.45,Regal
2517,FALSE,694,1869.68,H3
2518,FALSE,392,3192.02,Mirage
2519,FALSE,386,1961.86,Integra
2520,TRUE,85,1176.97,Sierra 1500
2521,TRUE,59,2722.76,Continental
2522,TRUE,168,1494.99,Genesis
2523,TRUE,314,1885.55,C-MAX Hybrid
2524,TRUE,775,1915.77,Park Avenue
2525,FALSE,288,2273.89,Cherokee
2526,FALSE,850,3117.87,Hombre Space
2527,FALSE,484,1023.63,Sequoia
2528,FALSE,698,2416.42,QX
2529,FALSE,537,1402.14,M5
2530,TRUE,731,2966.33,Firebird
2531,TRUE,488,,
2532,FALSE,793,3427.75,E150
2533,TRUE,123,2481.78,Passat
2534,TRUE,877,1531.05,5 Series
2535,TRUE,573,2157.71,Defender 110
2536,TRUE,524,1979.01,Type-1h
2537,TRUE,454,,
2538,TRUE,175,2305.16,Ascender
2539,FALSE,643,1746.3,Excursion
2540,FALSE,348,1613.91,V40
2541,TRUE,15,1575.42,Tribeca
2542,TRUE,42,2052.79,Park Avenue
2543,FALSE,398,1271.25,Liberty
2544,TRUE,408,2526.24,Envoy
2545,FALSE,352,,
2546,FALSE,949,2108.06,Excursion
2547,TRUE,626,1852.38,Jetta
2548,FALSE,244,697.22,Samurai
2549,FALSE,692,2907.75,SJ
2550,FALSE,224,1664.14,XJ
2551,FALSE,747,1142.73,Paseo
2552,FALSE,478,884.93,Accord
2553,TRUE,467,1737.1,M
2554,TRUE,113,1635.3,Mirage
2555,FALSE,810,1235.93,LS
2556,TRUE,873,2622.52,QX56
2557,TRUE,837,2254.76,Accord
2558,TRUE,808,2094.98,Lancer Evolution
2559,TRUE,308,1085.99,NSX
2560,TRUE,758,2646.59,Tiburon
2561,FALSE,313,2282.93,Bronco II
2562,FALSE,506,2132.81,6 Series
2563,TRUE,494,2532.59,Equinox
2564,TRUE,581,3515.88,I
2565,FALSE,534,1137.72,Matrix
2566,FALSE,81,883.55,Tracker
2567,FALSE,976,1297.67,Expedition EL
2568,FALSE,178,1779.67,Town & Country
2569,TRUE,255,3535.08,M5
2570,TRUE,449,1607.2,Q
2571,TRUE,327,1787.19,Elise
2572,FALSE,61,2473.85,Civic Si
2573,FALSE,153,2299.5,Alpina B7
2574,FALSE,3,3061.9,Envoy
2575,FALSE,435,2778.31,600SEC
2576,FALSE,805,2101.93,Vitara
2577,FALSE,653,1504.56,370Z
2578,FALSE,760,1142.09,Concorde
2579,TRUE,375,2506.68,S4
2580,FALSE,278,2212.98,Ram 3500
2581,FALSE,683,1168.13,Corvette
2582,FALSE,846,2266.54,Mazda3
2583,FALSE,645,2776.96,Range Rover
2584,FALSE,181,1771.78,Civic
2585,FALSE,91,2648.51,Truck
2586,TRUE,464,2158.83,Sentra
2587,TRUE,826,2108.68,Camry Hybrid
2588,TRUE,803,2479.86,RX-8
2589,FALSE,337,,
2590,FALSE,434,1675.02,Town Car
2591,FALSE,576,3129.44,LeMans
2592,TRUE,721,2376.82,ES
2593,FALSE,869,2505.41,Milan
2594,TRUE,605,2303.16,CTS
2595,TRUE,103,2376.43,300D
2596,FALSE,813,1365.82,RL
2597,FALSE,762,2275.8,Crown Victoria
2598,TRUE,137,,
2599,TRUE,225,1788.88,Sable
2600,FALSE,172,2295.28,Viper
2601,FALSE,556,2303.87,Aerio
2602,TRUE,114,3111.38,Accord
2603,FALSE,72,2551.41,Club Wagon
2604,FALSE,554,1387.11,Panamera
2605,FALSE,315,973.56,Savana 2500
2606,FALSE,321,496.8,LeSabre
2607,TRUE,994,1368.38,Turbo Firefly
2608,FALSE,603,2234.41,MX-6
2609,TRUE,559,2841.43,A3
2610,FALSE,832,2740.65,Diablo
2611,TRUE,658,2510.91,Monte Carlo
2612,TRUE,104,3730.75,RAV4
2613,TRUE,938,2039.19,Highlander
2614,TRUE,441,1509.78,SC
2615,FALSE,745,2528.78,Montero Sport
2616,FALSE,203,2418.2,L-Series
2617,TRUE,73,2480.47,Envoy
2618,TRUE,311,2704.63,Crown Victoria
2619,TRUE,179,1120.64,Truck
2620,TRUE,774,1044.96,Astro
2621,FALSE,363,775.12,GS
2622,FALSE,800,2201.01,E-350 Super Duty Van
2623,TRUE,996,2175.09,Forester
2624,TRUE,18,1756,Firefly
2625,TRUE,759,,
2626,FALSE,170,1397.06,Grand Marquis
2627,FALSE,184,1262.13,Colt
2628,TRUE,463,2001.53,Routan
2629,FALSE,423,1135.5,Avalon
2630,TRUE,150,2356.1,Focus ST
2631,FALSE,612,1942.95,Aztek
2632,TRUE,70,1501.66,Windstar
2633,TRUE,654,2772.5,Impreza
2634,FALSE,79,3298.98,Cabriolet
2635,FALSE,89,1937.43,Cougar
2636,TRUE,899,2500.47,3500 Club Coupe
2637,FALSE,587,1568.8,Focus
2638,FALSE,977,1626.64,G-Series G20
2639,TRUE,438,1452.29,M-Class
2640,FALSE,638,2112.39,Truck
2641,FALSE,542,1934.83,B-Series
2642,FALSE,547,994.96,Canyon
2643,FALSE,711,2065.75,Cougar
2644,FALSE,355,2232.85,Continental Mark VII
2645,TRUE,128,2823.22,Grand Marquis
2646,TRUE,927,,
2647,TRUE,400,1367.61,FX
2648,FALSE,959,2832.86,Accord
2649,TRUE,158,1388.27,RL
2650,TRUE,320,2151.82,7 Series
2651,TRUE,616,1405.15,Outback
2652,TRUE,765,1519.01,Grand Marquis
2653,TRUE,890,1915.67,GS
2654,TRUE,627,701.51,Cobalt
2655,FALSE,875,2578.49,Expedition EL
2656,TRUE,660,2894.76,Mazda5
2657,TRUE,836,1337.67,Caravan
2658,FALSE,171,1609.26,Pathfinder
2659,FALSE,739,2502.9,A4
2660,FALSE,37,2059.44,Corolla
2661,TRUE,427,2471.46,Sunbird
2662,TRUE,331,1012.84,1000
2663,TRUE,121,1963.14,RL
2664,FALSE,878,2228.08,Titan
2665,TRUE,539,1967.55,Savana 1500
2666,TRUE,527,973.96,Courier
2667,TRUE,241,906.4,Impala
2668,FALSE,795,1124.01,B-Series
2669,FALSE,709,2134.59,Escalade
2670,FALSE,297,2273.68,Traverse
2671,TRUE,922,1149.87,Fox
2672,TRUE,105,1659.83,Starion
2673,TRUE,445,2458.93,6000
2674,FALSE,975,2269.46,Regal
2675,FALSE,142,2553.36,SL-Class
2676,FALSE,715,3141.91,Insight
2677,FALSE,971,1297.06,Mazdaspeed 3
2678,FALSE,207,1282.41,FJ Cruiser
2679,FALSE,312,2513.08,Amanti
2680,TRUE,509,2581.13,Regal
2681,FALSE,211,2173.3,M Roadster
2682,TRUE,26,1265.13,90
2683,TRUE,473,1781.63,Fury
2684,FALSE,714,1192.59,500E
2685,TRUE,415,1749.54,Eos
2686,TRUE,743,2799.66,3 Series
2687,TRUE,802,1195.6,Custom Cruiser
2688,FALSE,141,2909.5,T100 Xtra
2689,TRUE,254,3110.94,500E
2690,TRUE,985,,
2691,FALSE,24,2179.43,Festiva
2692,FALSE,332,2065.27,Brat
2693,FALSE,361,1357.81,Sidekick
2694,FALSE,161,1662.85,Suburban 1500
2695,FALSE,650,1225.98,Vanagon
2696,TRUE,417,2153.58,XJ
2697,FALSE,143,2343.05,Pajero
2698,FALSE,90,4082.91,300ZX
2699,TRUE,482,2695.86,Express 1500
2700,FALSE,964,2507.84,Forester
2701,TRUE,216,2809.99,CLS-Class
2702,FALSE,898,1200.26,6 Series
2703,FALSE,749,2559.46,F-Series
2704,TRUE,856,2038.92,Corvette
2705,TRUE,970,1434.72,300SL
2706,TRUE,967,1441.85,Eclipse
2707,FALSE,351,2095.53,Blazer
2708,TRUE,540,1907.82,LHS
2709,TRUE,359,3322.68,DB9
2710,TRUE,429,3032.87,Express 2500
2711,FALSE,146,1040.55,X5
2712,FALSE,116,3004.22,C70
2713,TRUE,701,2214.58,Biturbo
2714,FALSE,259,1595.33,Stealth
2715,FALSE,152,2601.48,Coachbuilder
2716,TRUE,262,1895.54,Ridgeline
2717,FALSE,242,1856.02,Tundra
2718,FALSE,670,1742.97,MKX
2719,FALSE,450,1315.42,S40
2720,TRUE,267,2786.34,Aurora
2721,TRUE,344,1829.23,Cobalt
2722,TRUE,433,2598.72,3-Sep
2723,FALSE,699,1745.81,E250
2724,TRUE,742,571.69,Passat
2725,FALSE,214,2668.39,Camry
2726,FALSE,174,1629.42,Ram Van 3500
2727,TRUE,876,1690.1,Tempest
2728,TRUE,118,406,Seville
2729,TRUE,139,3039.37,Voyager
2730,TRUE,437,1546.92,Eos
2731,TRUE,648,1807.79,I
2732,FALSE,729,2426.88,Town Car
2733,FALSE,78,1829.26,Firebird Trans Am
2734,FALSE,347,3309.19,Premier
2735,FALSE,844,1833.22,760
2736,TRUE,521,2272.65,C30
2737,FALSE,106,2449.97,C8
2738,FALSE,48,2997.41,XL-7
2739,TRUE,707,1905.63,Countach
2740,FALSE,640,2161.08,NSX
2741,FALSE,239,2349.26,Yukon
2742,FALSE,560,2169.64,Spirit
2743,FALSE,746,2142.39,Regal
2744,TRUE,490,2540.85,626
2745,FALSE,957,2391.56,IS-F
2746,TRUE,656,2862.36,Malibu
2747,TRUE,200,1913.98,Express 1500
2748,TRUE,748,808.74,E150
2749,TRUE,364,2605.4,Cabriolet
2750,TRUE,912,2826.45,Malibu
2751,TRUE,13,,
2752,TRUE,833,1959.67,Rondo
2753,TRUE,776,2362.77,G
2754,FALSE,891,1969.25,XJ Series
2755,FALSE,477,2045.88,Celica
2756,FALSE,782,1843.38,NSX
2757,TRUE,220,2476.99,300M
2758,TRUE,198,2724.76,GT-R
2759,FALSE,370,1342.65,rio
2760,TRUE,194,2305.89,Quattroporte
2761,TRUE,563,2127.68,A8
2762,FALSE,508,1914.39,Trans Sport
2763,TRUE,21,3671.25,RX
2764,FALSE,446,3242.77,7 Series
2765,FALSE,328,1793.44,F-Series
2766,FALSE,360,1352.13,Blazer
2767,FALSE,551,3169.15,Patriot
2768,FALSE,834,1867.25,Range Rover
2769,FALSE,572,2338.05,LeMans
2770,FALSE,935,3895.41,GX
2771,FALSE,902,1742.9,TSX
2772,TRUE,664,2886.61,Explorer Sport Trac
2773,TRUE,7,1105.34,3 Series
2774,TRUE,304,1976.58,Skylark
2775,FALSE,526,1459.85,Suburban 2500
2776,TRUE,592,3766.47,80
2777,TRUE,405,2658.84,2500
2778,FALSE,858,1587.9,C70
2779,FALSE,255,2286.24,MPV
2780,TRUE,631,1833.8,M-Class
2781,FALSE,47,3101.08,Grand Voyager
2782,FALSE,427,2219.51,Frontier
2783,FALSE,266,1752.42,6 Series
2784,FALSE,268,1989.72,Tacoma
2785,FALSE,230,2758.96,Sidekick
2786,FALSE,42,1257.68,Navigator
2787,FALSE,426,2003.15,Range Rover
2788,TRUE,281,2054.27,XC90
2789,TRUE,481,,
2790,TRUE,159,2121.63,Club Wagon
2791,TRUE,602,2302.52,4Runner
2792,TRUE,809,1276.19,Festiva
2793,FALSE,745,2929.85,E-Series
2794,TRUE,662,2250.11,HHR
2795,FALSE,365,2782.02,S-Class
2796,FALSE,421,2390.4,XK
2797,TRUE,86,2256.1,MKS
2798,TRUE,383,2706.54,Aerostar
2799,FALSE,284,1718.38,MX-5
2800,TRUE,854,2553.94,Eclipse
2801,TRUE,828,1932.49,Vantage
2802,FALSE,897,3530.68,Vibe
2803,TRUE,795,1643.18,F250
2804,FALSE,714,1590.3,Outback
2805,TRUE,44,1526.96,Corvette
2806,FALSE,660,1806.11,Range Rover
2807,TRUE,139,1783.72,SC
2808,FALSE,180,2233.83,H1
2809,FALSE,776,566.89,Savana 1500
2810,TRUE,454,1410.26,Land Cruiser
2811,TRUE,43,1097.65,Ram 2500
2812,TRUE,676,3161.93,6 Series
2813,TRUE,999,1972.12,Sequoia
2814,TRUE,694,2685.75,Celica
2815,FALSE,623,2975.74,ZDX
2816,TRUE,469,1208.74,Villager
2817,TRUE,734,2183.22,DeVille
2818,FALSE,345,2027.48,Starion
2819,FALSE,980,2024.98,Grand Caravan
2820,FALSE,494,843.16,GS
2821,TRUE,157,3012.32,M3
2822,FALSE,904,-259.95,Suburban 1500
2823,FALSE,626,530.07,Optima
2824,FALSE,947,2450.91,del Sol
2825,FALSE,143,2145.95,Skyhawk
2826,FALSE,304,574.11,Veracruz
2827,FALSE,774,2403.26,Ram 2500
2828,TRUE,553,1944.71,SLX
2829,TRUE,871,1258.79,Sierra 2500
2830,FALSE,319,3175.35,Quattroporte
2831,FALSE,689,1052.88,7 Series
2832,TRUE,259,2043.39,J
2833,TRUE,755,1897.35,SVX
2834,FALSE,110,445.42,Sonoma
2835,FALSE,65,2904.62,Safari
2836,FALSE,878,2262.65,R8
2837,FALSE,707,3063.39,Mazda3
2838,TRUE,104,431.53,Tribeca
2839,TRUE,245,1844.48,GTO
2840,FALSE,940,1969.31,Solara
2841,FALSE,946,982.66,Pajero
2842,FALSE,60,1703.82,Chariot
2843,TRUE,659,,
2844,TRUE,813,2655.69,S70
2845,TRUE,769,1838.07,Savana
2846,TRUE,600,3278.5,Town Car
2847,TRUE,498,2627.04,LTD
2848,TRUE,637,2227.96,Outlander
2849,TRUE,996,341.2,Solara
2850,TRUE,526,2331.45,Tundra
2851,TRUE,647,52.43,Truck
2852,TRUE,122,2064.68,Express 3500
2853,FALSE,743,1486.16,Rodeo Sport
2854,TRUE,754,,
2855,FALSE,718,1249.58,Type 2
2856,FALSE,629,,
2857,TRUE,73,1836.53,Sierra 1500
2858,FALSE,909,1197.63,S-Series
2859,FALSE,881,2690.43,1500
2860,FALSE,354,,
2861,TRUE,138,3616.23,Fit
2862,TRUE,114,1647.72,6 Series
2863,FALSE,181,671.98,Sunfire
2864,FALSE,910,,
2865,TRUE,831,1652.38,G-Series G30
2866,TRUE,650,2456.12,Corvette
2867,FALSE,518,1905.21,Tredia
2868,FALSE,225,613.88,Santa Fe
2869,TRUE,106,1149.38,RAV4
2870,FALSE,334,2157.39,Pathfinder
2871,FALSE,560,,
2872,TRUE,672,2057.84,Spirit
